date_time,city,state_province,country,ufo_shape,length_of_encounter_seconds,described_duration_of_encounter,description,date_documented,latitude,longitude
2014-01-01 18:00:00,philadelphia,pa,us,light,180,2-3 minutes,3 red/orange flame-less lights seen hovering.,2014-01-10,39.9522222,-75.1641667
2014-01-01 18:30:00,woodridge,il,us,fireball,240,4 minutes,New Year&#39s day red scanning fireball.,2014-01-10,41.7469444,-88.0502778
2014-01-01 20:30:00,hickory,nc,us,triangle,60,1 minute,(3) Yellowish/Orange spheres in the shape of a triangle.,2014-01-16,35.7330556,-81.3413889
2014-01-01 21:00:00,great falls,mt,us,sphere,30,30 seconds,Observes 2 orange spheres flying North over Great Falls Montana.,2014-01-10,47.5002778,-111.3
2014-01-10 06:00:00,placentia,ca,us,rectangle,60,~1 minute,EXTRATERRESTRIAL MULTICOLOR SPACECRAFT OVER GOLF COURSE,2014-01-16,33.8722222,-117.8694444
2014-01-10 06:15:00,el paso,tx,us,circle,120,~2 minutes,Single round&#44 reddish yellowish&#44 greenish light in the sky which moved very rapidly and stood still&#44 then moved again then stood still,2014-01-16,31.7586111,-106.4863889
2014-01-10 06:30:00,coal creek,co,us,sphere,1200,20 minutes,Large&#44 yellowish white reflective sphere with no lights&#44 no sound&#44 no exhaust trail.,2014-01-10,38.3611111,-105.1477778
2014-01-10 09:57:00,hartford,ct,us,flash,120,2 minute,((HOAX??)) While i was watching a movie a white flash came from the sky after 1min another flash blinded me  it ended and left,2014-02-14,41.7636111,-72.6855556
2014-01-10 20:00:00,knoxville,tn,us,light,1,1 second,Yellow Orange Light Shot Across Sky.,2014-01-16,35.9605556,-83.9208333
2014-01-10 20:00:00,yuma,az,us,unknown,120,2 minutes,Glowing streak of blue cloud passes quickly over the area in Yuma&#44 AZ.,2014-01-16,32.7252778,-114.6236111
2014-01-10 20:30:00,meredith,nh,us,fireball,300,3-5 minutes,Orange glowing orb slowly moving upward then disappeared.,2014-01-16,43.6575,-71.5008333
2014-01-10 20:50:00,newport beach,ca,us,fireball,600,10 minutes,Hovering Red Orbs over the Newport Beach&#44 CA peninsula.,2014-01-16,33.6188889,-117.9280556
2014-01-10 21:15:00,lowell,mi,us,flash,1,1 second,Around 9:15pm last night&#44 in the sky NW of Lowell we witnessed two large flashes of red light that lit up a large&#44 lower portion of the,2014-01-16,42.9336111,-85.3419444
2014-01-10 22:58:00,kaneohe,hi,us,fireball,90,90 seconds,A silent red ball of light traveled off the pacific ocean from the east to the south below the clouds for about 90 seconds.,2014-01-16,21.4180556,-157.8036111
2014-01-10 23:50:00,napa,ca,us,circle,240,4 minutes,Bright orange circular object seen flying SE to NW for minutes before suddenly disappearing.,2014-01-16,38.2972222,-122.2844444
2014-01-01 18:46:00,san diego,ca,us,unknown,45,45 seconds,Two dark objects less than two miles away&#44 moving east then separating and accelerating north at a miraculous rate of speed.,2014-01-10,32.7152778,-117.1563889
2014-01-01 19:00:00,brenda,az,us,circle,300,5 minutes,Five yellow orange objects flying at same altitude slightly above hills to south east of us.,2014-01-10,33.6797222,-113.9438889
2014-01-11 00:00:00,mountlake terrace,wa,us,light,120,2 minutes,20 red/orange lights rising up in the sky for short time then disappeared.,2014-01-16,47.7883333,-122.3075
2014-01-11 03:00:00,bayville,nj,us,unknown,30,30 seconds,Strange loud booming noises unknown origin.,2014-01-16,39.9091667,-74.1552778
2014-01-11 04:00:00,oviedo (town in orlando),fl,us,light,1800,30 minutes,I was walking down the street to my neighborhood at 4 AM&#44 and hovering what appeared to be maybe 150 feet from the ground (MUCH closer,2014-01-16,28.6697222,-81.2083333
2014-01-11 16:00:00,roseville,mn,us,fireball,10,10 seconds,Green fireball fast moving.  Shooting down towards the ground.,2014-01-16,45.0061111,-93.1563889
2014-01-11 16:50:00,la junta,co,us,oval,120,2 minutes,Took picture of sunset&#44 and noticed a green/red oval object in the clouds.,2014-01-16,37.985,-103.5433333
2014-01-11 17:15:00,princeton,mn,us,triangle,10,10 seconds,Very large bright object flying horizontally across the sky.,2014-01-16,45.57,-93.5813889
2014-01-11 18:00:00,tucson,az,us,cigar,240,4:00,Silver or white cigar shaped aircraft with no wings.,2014-01-16,32.2216667,-110.9258333
2014-01-11 19:00:00,palmdale,ca,us,fireball,300,5 minutes,Fireball falling at slow speed then flew upwards at high rate of speed without turning around made no noise as it sped upwards.,2014-01-16,34.5794444,-118.1155556
2014-01-11 19:20:00,boca raton,fl,us,light,300,5 minutes,Four traveling orange lights in formation slowly dimmed to nothing.,2014-01-16,26.3583333,-80.0833333
2014-01-11 19:20:00,deerfield beach,fl,us,unknown,180,3 minutes,Four orange spheres in sky over Deerfield Beach&#44 Florida&#44 1/11/14.,2014-01-16,26.3180556,-80.1
2014-01-11 19:30:00,pueblo,co,us,sphere,1800,30 minutes,Gold or orange sphere&#39s appeared over Pueblo.,2014-01-16,38.2544444,-104.6086111
2014-01-11 19:55:00,chesapeake city,md,us,circle,300,5 minutes,Many white circular activity light above the clouds as if playing a game of tag.,2014-01-16,39.5308333,-75.8077778
2014-01-11 20:00:00,falmouth,ky,us,circle,120,2 minutes,Large orange ball moves and hovers above house.-January 11&#44 2014.,2014-01-16,38.6766667,-84.3302778
2014-01-11 21:05:00,palo alto,ca,us,formation,10,10 seconds,Boomerang Type Craft with Lights in Formation Seen Flying over Palo Alto&#44 Ca  on Saturday Night.,2014-01-16,37.4419444,-122.1419444
2014-01-11 22:25:00,new york city (queens),ny,us,light,60,1 minutes,((POSSIBLE HOAX??))  2 balls of light in sky no sound military chasing it.,2014-01-16,40.7141667,-74.0063889
2014-01-11 22:40:00,davie,fl,us,fireball,600,10 minutes,We were looking at the sky&#44 and from the southwest saw an orange ball of light flying toward us. As it passed overhead&#44 there was no so,2014-01-16,26.0625,-80.2333333
2014-01-01 19:30:00,pittsburgh,pa,us,circle,900,15 minutes,Four orange-red lights over Pittsburgh&#44 PA dropping smaller orange lights.,2014-01-10,40.4405556,-79.9961111
2014-01-01 19:45:00,boston,ma,us,egg,900,15 minutes,Over Boston&#44 4 bright orange lights approach separately&#44 hover&#44 then recede to the South East.,2014-01-10,42.3583333,-71.0602778
2014-01-01 20:00:00,louisville,ky,us,sphere,300,5 minutes,Three large orange spheres traveling&#44 then turning independently of one another in night sky.,2014-03-18,38.2541667,-85.7594444
2014-01-01 20:15:00,pittsburgh,pa,us,fireball,120,2 minutes,4 ufos in pittsburgh pa area.,2014-01-10,40.4405556,-79.9961111
2014-01-01 00:00:00,austin,tx,us,circle,300,5 minutes,Orange orbs above Austin&#44 TX&#44 on New Years 2014.,2014-01-10,30.2669444,-97.7427778
2014-01-01 00:00:00,bakersfield,ca,us,light,300,5 minutes,3 bright orange lights disappear one burst into 5 lights.,2014-01-10,35.3733333,-119.0177778
2014-01-01 00:00:00,brentwood,tn,us,circle,600,10 minutes,Orange flickering&#44 slow moving&#44 circular flying object.,2014-03-27,36.0330556,-86.7827778
2014-01-01 00:00:00,colorado springs,co,us,,720,12 minutes,The stars were alive.,2014-01-10,38.8338889,-104.8208333
2014-01-01 00:00:00,dallas,ga,us,sphere,1200,15-20 minutes,5 Reddish Amber Lights Moving Multiple Directions Then Disappear.,2014-01-10,33.9236111,-84.8408333
2014-01-01 00:00:00,kettering,oh,us,circle,45,45 seconds,Strange orange ball.,2014-01-10,39.6894444,-84.1688889
2014-01-01 00:00:00,lafayette,la,us,unknown,240,2 sightings 1-4 minutes i,Multiple Sightings&#44Multiple Witnesses&#44 Same Night. #1- December 31 2013 10-11pm/ #2- January 1st 2014 12-12:30 AM.,2014-01-10,30.2238889,-92.0197222
2014-01-01 00:00:00,las vegas,nv,us,circle,120,2 minutes,9 orbs observed at New Years in Las Vegas.,2014-01-10,36.175,-115.1363889
2014-01-01 00:00:00,milpitas,ca,us,light,180,2-3 minutes,Slow moving orange light floated up over hills then move to left  descended and faded.,2014-01-10,37.4283333,-121.9055556
2014-01-01 00:00:00,moreno valley,ca,us,light,1800,30 minutes,Orange lights over the Moreno Valley sky.,2014-01-10,33.9375,-117.2297222
2014-01-01 00:00:00,sacramento,ca,us,unknown,120,1-2 minutes,Bright orange light to the east.,2014-01-10,38.5816667,-121.4933333
2014-01-01 00:00:00,sequim,wa,us,other,2100,35 minutes,Multiple bright orange orbs glowing in the sky and shedding droplets of light.,2014-01-10,48.0797222,-123.1005556
2014-01-01 00:00:00,springfield,or,us,circle,300,5 minutes,As we were watching the fireworks five or six orb like shapes hovered slowly across the sky and then seem to have disappeared moving aw,2014-01-10,44.0463889,-123.0208333
2014-01-01 00:00:00,taos,nm,us,circle,240,4 minutes,Orange lights hovering and making formations by old Taos convent that burnt down.,2014-01-10,36.4072222,-105.5725
2014-01-01 00:00:00,trussville,al,us,light,300,5 minutes,These were not planes I know this for a fact.,2014-01-16,33.6197222,-86.6088889
2014-01-01 00:00:00,wenatchee,wa,us,oval,210,3.5 minutes,4 amber/orange object hovering over The Clockum area.,2014-01-10,47.4236111,-120.3091667
2014-01-01 00:01:00,clarksville,tn,us,sphere,600,10 minutes,3 Orange spheres in Clarksville&#44 TN sky on New Years after midnight.,2014-01-16,36.5297222,-87.3594444
2014-01-01 00:01:00,henderson,nv,us,sphere,240,4 minutes,2 round balls of fire floating west to east across the sky then up and out.,2014-01-10,36.0397222,-114.9811111
2014-01-01 00:01:00,salem,or,us,light,300,5 minutes,Six yellow-orange lights with reddish halos moving from NE to SW at midnight on New Year&#39s Eve spaced about 45 seconds apart; no sounds,2014-01-10,44.9430556,-123.0338889
2014-01-01 00:02:00,el paso,tx,us,formation,120,2 minutes,Very bright lights . In a form of a &quot;S.&quot;,2014-01-10,31.7586111,-106.4863889
2014-01-01 00:02:00,goose creek,sc,us,light,480,8 minutes,Red and Green lights above Goose Creek&#44 South Carolina New Years Morning&#33,2014-01-10,32.9808333,-80.0327778
2014-01-01 00:05:00,albuquerque,nm,us,egg,120,2 minutes,Bright reddish gold object seen in Albuquerque NM FIVE MINS after midnite on new years 2014.,2014-01-10,35.0844444,-106.6505556
2014-01-01 00:05:00,austin,tx,us,light,2100,35 minutes,Red lights all over the sky in Austin TX new year&#39s 2014.,2014-01-24,30.2669444,-97.7427778
2014-01-01 00:05:00,colorado springs,co,us,formation,120,2 minutes,Cluster of &quot;stars&quot; move after being at a stand still.,2014-01-10,38.8338889,-104.8208333
2014-01-01 00:05:00,elon,nc,us,circle,120,2 minutes,Red light moved slowly at low altitude in the sky at northeast tip of Alamance County&#44 NC.,2014-01-10,36.1027778,-79.5069444
2014-01-01 00:05:00,mt. pleasant,sc,us,circle,180,3 minutes,NYrs Eve right after 12pm  My husband &amp; I  went out on our deck and saw 6-7 orange/yellow spheres in a group floating in sky.,2014-01-16,32.7938889,-79.8627778
2014-01-01 00:05:00,spokane valley,wa,us,formation,600,10 minutes,21 Craft with bright red lights flying as a squadron in Spokane Valley.,2014-01-10,47.6733333,-117.2383333
2014-01-01 00:06:00,jacksonville,fl,us,circle,120,2 minutes,Round orange extremley fast moving and silent. Traveling west.,2014-01-10,30.3319444,-81.6558333
2014-01-01 00:07:00,deltona,fl,us,sphere,180,3 minutes,Well we was watching the fireworks outside for new years 1rst 2014 about 12:07 AM we live in Deltona Florida. And we saw this 3 dull.,2014-01-10,28.9002778,-81.2638889
2014-01-01 00:10:00,charlottesville,va,us,light,600,10 minutes,Orange lights in sky just after midnight on New Years Eve seen over Charlottesville&#44 VA.,2014-01-10,38.0291667,-78.4769444
2014-01-01 00:10:00,deltona,fl,us,circle,1200,20 minutes,Ten orange circles flying across sky.,2014-01-10,28.9002778,-81.2638889
2014-01-01 00:10:00,fairborn,oh,us,light,60,1 minute,Went outside&#44 looked up&#44 saw four orange&#44 unblinking lights in the sky. They appeared to be moving north in more or less a straight lin,2014-01-10,39.8208333,-84.0194444
2014-01-01 00:10:00,livermore,ca,us,light,300,3-5 minutes,Red Lights/Orbs in formation over downtown Livermore - New Years Eve 2014.,2014-03-18,37.6819444,-121.7669444
2014-01-01 00:10:00,modesto,ca,us,circle,300,5 minutes,Single object&#44 glowing red&#44 hovering in place with no nosie or movemrnt in the night sky.,2014-01-10,37.6391667,-120.9958333
2014-01-01 00:10:00,saint albans,wv,us,triangle,50,50 seconds,Orange lights in a triangular formation.,2014-01-10,38.3855556,-81.8363889
2014-01-01 00:10:00,wilmington,nc,us,triangle,30,30 seconds,3 orange orbs in triangular form perfectly still.,2014-01-10,34.2255556,-77.945
2014-01-01 00:12:00,baldwin,ny,us,fireball,240,3-4 minutes,Fireball over south shore long island.,2014-01-10,40.6563889,-73.6097222
2014-01-01 00:12:00,patterson,ca,us,sphere,600,10 minutes,Three orange/red spheres in alignment; leaving one at a time.,2014-01-16,37.4716667,-121.1286111
2014-01-01 00:15:00,boise,id,us,light,240,3-4 minute,Four orange orbs over Boise early new years day.,2014-01-10,43.6136111,-116.2025
2014-01-01 00:15:00,burbank,ca,us,sphere,540,9 minutes,Burbank Ca. 3 Amber Orange Hovering Lights 9 minutes.,2014-01-10,34.1808333,-118.3080556
2014-01-01 00:15:00,corona,ca,us,circle,120,2 minutes,3 bright orange circles in triangle formation on a clear night.,2014-01-10,33.8752778,-117.5655556
2014-01-01 00:15:00,greenfield,in,us,light,60,1 minute,Two distinct odd colored  red lights suddenly vanish.,2014-01-10,39.785,-85.7694444
2014-01-01 00:15:00,oakland park,fl,us,flash,5,5 seconds,Bright flash of blue light came out of nowhere in the clear night sky.,2014-01-10,26.1719444,-80.1322222
2014-01-01 00:15:00,salem,or,us,circle,420,7 minutes,Looked like some sort of patrol or scouting team.,2014-01-10,44.9430556,-123.0338889
2014-01-01 00:15:00,spanish fork,ut,us,unknown,900,15 minutes,Orange Orbs.,2014-01-10,40.115,-111.6541667
2014-01-01 00:15:00,wesley chapel,fl,us,fireball,90,90 seconds,An amber colored light appeared on the horizon and moved slowly&#44 in a very straight line&#44 East to West.,2014-01-10,28.2394444,-82.3280556
2014-01-01 00:18:00,lewes,de,us,light,1320,22 minutes,9 lights flew diffrent speeds some times fast and others slow W to E north of the canal Red-Green and Blue. They made no noise.,2014-01-10,38.7744444,-75.1397222
2014-01-01 00:20:00,hokes bluff,al,us,circle,600,10 minutes,I saw a bright red object on 1/1/2014 approximately 12:20 I recorded part of it before it just blinked and went out.,2014-01-10,33.9980556,-85.8663889
2014-01-01 00:20:00,roanoke,va,us,fireball,1020,17 minutes,Two orange fireball shaped craft observed by Military Retiree and son over 17 minutes.,2014-01-10,37.2708333,-79.9416667
2014-01-01 00:20:00,santa clara,ca,us,sphere,1500,25 minutes,Three fiery orange-red orbs&#44 all seen about 5 minutes apart&#44 ascended into space on a near vertical path.,2014-01-10,37.3541667,-121.9541667
2014-01-01 00:24:00,goodyear,az,us,sphere,180,3 minutes,Seven orange/red lights moving slowly and / or hovering.,2014-01-10,33.4352778,-112.3575
2014-01-01 00:25:00,spring hill,fl,us,circle,240,4 minutes,Four orange&#44 circular objects rising in the Eastern sky and disappearing vertically out of the atmosphere.,2014-01-10,28.5555556,-82.4505556
2014-01-01 00:30:00,bradenton,fl,us,fireball,300,5 minutes,I witnessed 2 orange orbs (thought to be flares at the time due to previous fireworks) moving east.,2014-01-10,27.4986111,-82.575
2014-01-01 00:30:00,fairfax,va,us,flash,30,:30,Orange lights seen at DC.,2014-01-10,38.8461111,-77.3066667
2014-01-01 00:30:00,ocala,fl,us,light,1200,~20 minutes,12 slow moving orange lights over 20 minutes period.,2014-01-10,29.1869444,-82.1402778
2014-01-01 00:30:00,south el monte,ca,us,sphere,360,4-6 minutes,2nd sighting of red sphere moving fast &#44 stopping and fading away.,2014-01-10,34.0519444,-118.0458333
2014-01-01 00:47:00,fort worth,tx,us,oval,120,2 minutes,Orange ball stationary in sky above neighborhood south of Fort Worth before leaving northbound.,2014-01-10,32.7252778,-97.3205556
2014-01-01 00:50:00,kirtland,nm,us,formation,420,7 minutes,While lighting fireworks on New Years Eve with my four children we witnessed three orange objects in the shape of a triangle in the sky,2014-01-10,36.7341667,-108.3591667
2014-01-01 00:53:00,reseda,ca,us,circle,60,<1 minute,Three orange lights on New Year&#39s Eve form triangle&#44 align themselves then disappear.,2014-01-10,34.2011111,-118.5355556
2014-01-01 01:00:00,albuquerque,nm,us,circle,10,10 seconds,Cylindrical shape with amber colored lights hovering near Route 66.,2014-01-10,35.0844444,-106.6505556
2014-01-01 01:00:00,american fork,ut,us,circle,600,10 minutes,3 round lights/balls seen&#44 flashing/moving/disappearing.,2014-01-10,40.3769444,-111.795
2014-01-01 01:00:00,boca raton,fl,us,circle,1800,30 minutes,I was driving home from a new year&#8217;s party&#44 about 1 am.,2014-01-10,26.3583333,-80.0833333
2014-01-01 01:00:00,chandler,az,us,egg,1200,20 minutes,3 Orange &quot;orb&quot; shaped objects over Southwest Arizona&#44 followed by a fourth.,2014-01-10,33.3061111,-111.8405556
2014-01-01 01:00:00,fanwood,nj,us,fireball,900,15 minutes,8 round orang red orbs came from Watching mountain area over Fanwood NJ no noise they all went in the same direction and vanished.,2014-01-10,40.6408333,-74.3838889
2014-01-01 01:00:00,lehigh acres,fl,us,fireball,300,5 minutes,A fiery ball&#44 appearing to look like a helicopter on fire with no sound or other lights for 4-5 minutes in one spot before flying east.,2014-01-10,26.625,-81.625
2014-01-01 01:00:00,mt. pleasant,sc,us,other,1200,20 minutes,UFO orange spheres over Mt. Pleasant&#44 SC on New Year&#39s Eve.,2014-02-07,32.7938889,-79.8627778
2014-01-01 01:00:00,tucson,az,us,light,120,2 minutes,Bright dark orange colored light with varied speed and direction disappearing while traveling straight into the atmosphere.,2014-01-10,32.2216667,-110.9258333
2014-01-01 01:30:00,lake elsinore,ca,us,fireball,10,10 seconds,Lake Elsinore ufo with blue thrusters.,2014-01-24,33.6680556,-117.3263889
2014-01-01 01:45:00,bradenton,fl,us,egg,600,10 mins.,One white/red light hovering over Bradenton&#44 FL. - posted 1/7/14.,2014-01-10,27.4986111,-82.575
2014-01-01 03:00:00,la mesa,ca,us,formation,900,15 minutes,Unidentified lights fly in and out of formation high in the night sky over east San Diego.,2014-01-10,32.7677778,-117.0222222
2014-01-01 17:00:00,placentia,ca,us,rectangle,60,1 minute,UFO descends and seems to land in golf course.,2014-01-24,33.8722222,-117.8694444
2014-01-01 17:15:00,gorham,me,us,fireball,120,2 minutes,Three orange/red fireball or flickering-type lights flying in a triangle formation across the sky and then out of sight.,2014-01-10,43.6794444,-70.4447222
2014-01-01 17:47:00,mentone,ca,us,formation,300,3-5 minutes,Orange light formations.,2014-01-10,34.07,-117.1336111
2014-01-01 17:50:00,gilroy,ca,us,formation,300,5 minutes,10-12 red dots flying in a bird like formation lower than the airplane above.  Each red dot began to disappear slowly one at a time.,2014-01-10,37.0058333,-121.5672222
2014-01-01 21:30:00,spokane,wa,us,light,30,30 seconds,Orange/red light in the sky moving from east to west seen in southern sky gone 30 seconds after spotted.,2014-01-10,47.6588889,-117.425
2014-01-01 22:00:00,mount ephraim,nj,us,circle,600,10 minutes,Circular craft spotted in Mount Ephraim&#44 NJ.,2014-01-10,39.8783333,-75.0930556
2014-01-01 22:15:00,cincinnati,oh,us,circle,1800,2:30 minutes,Westside of Cincinnati&#44 bright red and blue lights making abrupt U turns and then dropping straight down from the sky&#44 quick as light,2014-01-30,39.1619444,-84.4569444
2014-01-01 23:00:00,north myrtle beach,sc,us,fireball,3600,1 hour,Chinese lanterns with orange glow very popular in the Myrtle Beach area.,2014-01-10,33.8158333,-78.6802778
2014-01-01 23:00:00,tucson,az,us,light,300,5 minutes,Floating lights.,2014-01-10,32.2216667,-110.9258333
2014-01-12 00:05:00,northport,ny,us,diamond,30,30 seconds,Orange orb leading d diamond shaped glowing orange with green white lights in middle heading N over Eaton&#39s Neck&#44 NY.,2014-01-16,40.9008333,-73.3436111
2014-01-12 00:56:00,lawton,ok,us,teardrop,5,5 seconds,Very light blue flame heading towards the ground.,2014-01-16,34.6086111,-98.39
2014-01-12 10:00:00,northern cambria,pa,us,circle,180,2-3 minutes,Object with light increasing directly up.,2014-01-16,40.6591667,-78.7819444
2014-01-12 11:00:00,chambersburg,pa,us,cigar,900,10-15 minutes,2 white cigar-shaped objects with a central black band traveling east to west.,2014-01-24,39.9375,-77.6613889
2014-01-12 13:35:00,huntsville,al,us,disk,480,8 minutes,Daylight-Saucer with cloud and two other lights.,2014-01-16,34.7302778,-86.5861111
2014-01-12 13:35:00,marion,sc,us,disk,180,3 minutes,Black saucer over Marion&#44 SC.,2014-01-16,34.1780556,-79.4008333
2014-01-12 15:30:00,melbourne,fl,us,cylinder,900,15 minutes,Five photos were taken.   ((NUFORC Note:  Possible bird in flight&#44 we believe?  Either a seagull&#44 or a pelican&#44 we suspect.  PD)),2014-01-16,28.0833333,-80.6083333
2014-01-12 17:00:00,inverness,ms,us,cigar,900,15 minutes,500 foot wide silver object moved over 2 1000 foot radio towers no sound then disapiered.,2014-01-16,33.3536111,-90.5925
2014-01-12 17:10:00,ellington,ct,us,fireball,5,5 seconds,Fireball seen in CT sky.,2014-01-16,41.9038889,-72.4702778
2014-01-12 17:15:00,georgetown,ky,us,light,2700,45 minutes,Orange streaks of light over Georgetown.,2014-01-16,38.2097222,-84.5588889
2014-01-12 17:45:00,river vale,nj,us,egg,4,4 seconds,BRILLIANT WHITE OBJECT MOVED ACROSS EASTERN SKY&#44 LEFT NO TRAIL ARCED DOWNWARD NEVER LOOSING ITS BRILLIANCE AND DISAPPEARED BEHIND TREES,2014-01-16,40.9952778,-74.0125
2014-01-12 18:30:00,palatka,fl,us,fireball,420,7 minutes,Three fireballs moving slowly across sky.,2014-01-16,29.6483333,-81.6377778
2014-01-12 19:30:00,rochester,ny,us,light,120,2 minutes,At approximately 7:30 pm &#44 my wife and I witnessed an orange glow in the southwest sky. The glow became larger as it got closer.  There,2014-01-16,43.1547222,-77.6158333
2014-01-12 19:45:00,new sharon,me,us,circle,1200,20 minutes,Very bright white circle... occasionally small explosions of orange that seemed to propel the vessel.,2014-01-16,44.6388889,-70.0161111
2014-01-12 20:15:00,cleveland,oh,us,light,240,4 minutes,15 balls of light moving quite fast in a line towards Lake Erie.,2014-01-16,41.4994444,-81.6955556
2014-01-12 20:15:00,hartwell,ga,us,triangle,10,10 seconds,PILOT REPORT:  3 dim orange lights in triangle formation moving at high speed before separating in different directions.,2014-01-16,34.3527778,-82.9322222
2014-01-12 21:05:00,inchelium,wa,us,triangle,120,2 minutes,Triangle Flying over Columbia River Colville Reservation.,2014-01-16,48.2969444,-118.1955556
2014-01-12 22:35:00,dallas,ga,us,oval,120,2 minutes,Beautiful lighted egg shape floated over my head&#33,2014-01-16,33.9236111,-84.8408333
2014-01-12 23:30:00,haledon,nj,us,circle,900,10-15 minutes,Bright red/orange circular object in the SE sky.,2014-01-16,40.9355556,-74.1866667
2014-01-12 23:31:00,new sharon,me,us,oval,3600,>60 minutes,One object&#44 very bright&#44 white&#44 oblong&#44 dark spot in the center. about half the size of a typical full moon&#44 and brighter than a typica,2014-01-16,44.6388889,-70.0161111
2014-01-13 01:00:00,watchung (watchung mountain; viewed from),nj,us,light,1,1 second,Big ball of bright yellow light.,2014-01-16,40.6377778,-74.4513889
2014-01-13 03:10:00,agawam,ma,us,light,1200,20 minutes,UFO&#44 Agawam MA 1/13/14&#44 white&#44 blue&#44 orange lights&#44 slow moving&#44 silent&#44 impossible aviation moves&#44 3:10 am.,2014-01-24,42.0694444,-72.6152778
2014-01-13 03:15:00,southwick,ma,us,light,1200,15-20 minutes,Bright &quot;twinkling&quot; light appeared to be stationary and faded significantly during ~20 minutes of observation.,2014-01-16,42.0547222,-72.7708333
2014-01-13 06:00:00,hugoton,ks,us,flash,3600,1 hour,((HOAX??))  Way bright light that does not move at all.  Not even a bit.,2014-02-14,37.1752778,-101.3491667
2014-01-13 06:47:00,san antonio,tx,us,fireball,3,3 seconds,Two fast moving fireballs spotted over Medical Drive&#44 San Antonio.,2014-01-16,29.4238889,-98.4933333
2014-01-13 13:45:00,carson,ca,us,sphere,60,1 minute,Silver hovering sphrere over Carson&#44 CA.,2014-01-16,33.8313889,-118.2811111
2014-01-13 17:50:00,lorton,va,us,circle,2,2 seconds,Bright blue large fast moving circular object.,2014-01-16,38.7041667,-77.2280556
2014-01-13 18:00:00,sioux city,ia,us,circle,120,2 minutes,4 bright orange balls of light moving silently through the sky - about the height a helicopter would fly.,2014-01-24,42.5,-96.4
2014-01-13 18:00:00,willow springs,nc,us,chevron,600,10 minutes,3 objects in formation looking stationary with no noise.  At first looked like three bright lights.  Then they appeared in a chevron sh,2014-01-16,35.5955556,-78.7316667
2014-01-13 18:30:00,boone,ia,us,triangle,240,4 minutes,Saw in S sky over town bright light thought was air craft lights turnd to blue and red dimmed.  stoped at trafic light observed c,2014-01-16,42.0597222,-93.88
2014-01-13 18:45:00,greensboro,nc,us,teardrop,180,3 minutes,Silent&#44 bright white falling comet like object/light. Still then veering to the left.,2014-01-16,36.0725,-79.7922222
2014-01-13 21:00:00,clarksburg,md,us,cigar,4,3-4 seconds,A ball of orange light appeared in the night sky&#44 may be a possible meteor.,2014-01-16,39.2386111,-77.2797222
2014-01-13 22:22:00,holts summit,mo,us,changing,300,5 minutes (both),Its Baaaaaack &#33&#33&#33&#33  5th year same time same place.,2014-01-16,38.6402778,-92.1222222
2014-01-14 00:35:00,myrtle beach,sc,us,circle,5,5 seconds,Strobing orange circular lights in a line two sets of three lights over the ocean.,2014-01-16,33.6888889,-78.8869444
2014-01-14 02:00:00,flossmoor,il,us,triangle,3600,30-60 minutes,Triangular Shaped UFOs with Lights Silently Hovering in the Western Sky in Illinois.,2014-01-16,41.5427778,-87.6847222
2014-01-14 05:15:00,angleton,tx,us,flash,3,1-3 seconds,Impact flash in brazoria county texas.,2014-01-24,29.1691667,-95.4316667
2014-01-14 06:00:00,palestine,tx,us,triangle,300,5 minutes,Long triangular&#44 wing shaped&#44 black aircraft&#44 with two down facing&#44 constant green lights and one flashing red light.,2014-01-16,31.7619444,-95.6305556
2014-01-14 06:30:00,yates center,ks,us,light,600,10 minutes,Lights moving in a distinct pattern.,2014-01-24,37.8811111,-95.7330556
2014-01-14 18:30:00,surfside beach,sc,us,unknown,30,30 seconds,While standing in  my garage looked toward the ocean and quite a distance off and far above the ocean I seen one round orange light. A,2014-01-16,33.6058333,-78.9733333
2014-01-14 18:45:00,eureka,ks,us,other,240,4 minutes,Three vertical yellowish-orange balls lit up the Eastern night sky.,2014-01-16,37.8238889,-96.2888889
2014-01-14 18:45:00,fredonia,ks,us,light,240,4 minutes,Three people see orange lights in the western sky at night. One dims and re-lights in a horizontal row. 50 second video taken.,2014-01-24,37.5338889,-95.8263889
2014-01-14 19:35:00,roanoke,va,us,light,120,~2 minutes,Bright&#44 reddish-orange light moving in the night sky above Roanoke&#44 Va.,2014-01-16,37.2708333,-79.9416667
2014-01-14 20:50:00,waimanalo,hi,us,fireball,5,5 seconds,I saw an orange fireball with flames trailing as it shot diagonally across the sky and disappeared behind the nearby mountain range.,2014-01-16,21.35,-157.7208333
2014-01-14 21:27:00,seattle (shoreline district),wa,us,light,45,45 seconds,Bright light&#44 zig zagging eastward&#44 visible from 98133.,2014-01-16,47.6063889,-122.3308333
2014-01-14 22:40:00,kimberly,id,us,fireball,300,3-5 minutes,Several Fireball follwed by three red triangles.,2014-01-16,42.5338889,-114.3638889
2014-01-15 03:30:00,paia,hi,us,sphere,120,2 minutes,On 1/15/14 I Saw a golden sphere shaped object hovering over the water on the North Shore at 3:30am.,2014-01-24,20.9033333,-156.3694444
2014-01-15 05:30:00,el dorado hills,ca,us,light,1800,30 minutes,Bright blinking light very far away that moved right to left and vertically with 2 smaller object&#39s leaving it.,2014-01-16,38.6858333,-121.0811111
